Region,Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Tripura,2020-10-31, M,8.94,400678,45.43
Tripura,2020-11-30, M,12.83,417509,49.34
Tripura,2020-12-31, M,22.38,396449,52.5
Tripura,2021-01-31, M,12.75,418240,49.16
Tripura,2021-02-28, M,8.7,415588,46.58
Tripura,2021-03-31, M,14.29,428836,51.08
Tripura,2021-04-30, M,22.31,404636,53.06
Tripura,2021-05-31, M,15,414657,49.59
Tripura,2021-06-30, M,10.06,426726,48.12
Tripura,2021-07-31, M,13.71,424244,49.75
Tripura,2021-08-31, M,22.22,413650,53.69
Uttar Pradesh,2016-01-31, M,18.4,13266577,46.08
Uttar Pradesh,2016-02-29, M,21.43,13479719,48.52
Uttar Pradesh,2016-03-31, M,20.86,13467038,48.01
Uttar Pradesh,2016-04-30, M,21.81,13344362,48.05
Uttar Pradesh,2016-05-31, M,19.96,13183045,46.26
Uttar Pradesh,2016-06-30, M,17.84,13719728,46.8
Uttar Pradesh,2016-07-31, M,21.05,13516082,47.86
Uttar Pradesh,2016-08-31, M,17.65,13383431,45.33
Uttar Pradesh,2016-09-30, M,14.13,13700447,44.4
Uttar Pradesh,2016-10-31, M,11.29,14074147,44.04
Uttar Pradesh,2016-11-30, M,11.02,13645003,42.48
Uttar Pradesh,2016-12-31, M,8.71,13293482,40.24
Uttar Pradesh,2017-01-31, M,6.16,13280953,39.02
Uttar Pradesh,2017-02-28, M,5.53,13977971,40.71
Uttar Pradesh,2017-03-31, M,6.05,13522171,39.5
Uttar Pradesh,2017-04-30, M,3.48,13003596,36.89
Uttar Pradesh,2017-05-31, M,5.13,12766894,36.76
Uttar Pradesh,2017-06-30, M,6.19,14017278,40.73
Uttar Pradesh,2017-07-31, M,4.55,13349737,38.03
Uttar Pradesh,2017-08-31, M,5.05,13280335,37.94
Uttar Pradesh,2017-09-30, M,6.98,13074496,38.04
Uttar Pradesh,2017-10-31, M,7.49,13963447,40.76
Uttar Pradesh,2017-11-30, M,5.58,13588835,38.78
Uttar Pradesh,2017-12-31, M,4.99,13329846,37.71
Uttar Pradesh,2018-01-31, M,6.78,13233880,38.07
Uttar Pradesh,2018-02-28, M,7.39,13561929,39.19
Uttar Pradesh,2018-03-31, M,6.12,13443967,38.23
Uttar Pradesh,2018-04-30, M,5,13332972,37.38
Uttar Pradesh,2018-05-31, M,6.71,13383007,38.12
Uttar Pradesh,2018-06-30, M,7.05,13748998,39.22
Uttar Pradesh,2018-07-31, M,9.61,13589887,39.77
Uttar Pradesh,2018-08-31, M,7.69,13654763,39.03
Uttar Pradesh,2018-09-30, M,9.71,13446362,39.21
Uttar Pradesh,2018-10-31, M,9.56,13821208,40.14
Uttar Pradesh,2018-11-30, M,11.69,13654596,40.52
Uttar Pradesh,2018-12-31, M,11.9,13246289,39.31
Uttar Pradesh,2019-01-31, M,14,13179940,39.97
Uttar Pradesh,2019-02-28, M,11.9,13681885,40.42
Uttar Pradesh,2019-03-31, M,12.25,13685111,40.49
Uttar Pradesh,2019-04-30, M,11.7,13522351,39.67
Uttar Pradesh,2019-05-31, M,14.4,13391250,40.43
Uttar Pradesh,2019-06-30, M,11.62,13624449,39.75
Uttar Pradesh,2019-07-31, M,11.8,13862430,40.43
Uttar Pradesh,2019-08-31, M,14.73,13580243,40.87
Uttar Pradesh,2019-09-30, M,13.38,13528779,39.99
Uttar Pradesh,2019-10-31, M,10.35,13938314,39.71
Uttar Pradesh,2019-11-30, M,11.31,14128884,40.6
Uttar Pradesh,2019-12-31, M,12.37,13857196,40.21
Uttar Pradesh,2020-01-31, M,12.34,13656250,39.52
Uttar Pradesh,2020-02-29, M,11.65,13803099,39.54
Uttar Pradesh,2020-03-31, M,12.32,13889632,40
Uttar Pradesh,2020-04-30, M,26.94,10944379,37.74
Uttar Pradesh,2020-05-31, M,30.55,11254306,40.73
Uttar Pradesh,2020-06-30, M,12.32,13471741,38.53
Uttar Pradesh,2020-07-31, M,9.29,12884928,35.53
Uttar Pradesh,2020-08-31, M,6.11,12846321,34.15
Uttar Pradesh,2020-09-30, M,7.08,13113776,35.14
Uttar Pradesh,2020-10-31, M,5.44,13464241,35.37
Uttar Pradesh,2020-11-30, M,6.62,13237684,35.13
Uttar Pradesh,2020-12-31, M,13.82,12820969,36.78
Uttar Pradesh,2021-01-31, M,7,13038532,34.58
Uttar Pradesh,2021-02-28, M,5.57,13044690,34
Uttar Pradesh,2021-03-31, M,5.61,13016655,33.86
Uttar Pradesh,2021-04-30, M,10.35,13043005,35.65
Uttar Pradesh,2021-05-31, M,9.54,13056758,35.28
Uttar Pradesh,2021-06-30, M,6.08,13008619,33.78
Uttar Pradesh,2021-07-31, M,5.13,13155478,33.74
Uttar Pradesh,2021-08-31, M,10.26,12743440,34.46
Uttarakhand,2016-01-31, M,5.8,955945,39.74
Uttarakhand,2016-02-29, M,4.04,1179034,47.99
Uttarakhand,2016-03-31, M,4.28,1099269,44.74
Uttarakhand,2016-04-30, M,5.59,859753,35.39
Uttarakhand,2016-05-31, M,5.31,933683,38.22
Uttarakhand,2016-06-30, M,3.97,1108506,44.63
Uttarakhand,2016-07-31, M,2,1106335,43.53
Uttarakhand,2016-08-31, M,3.55,897709,35.8
Uttarakhand,2016-09-30, M,5.88,841894,34.32
Uttarakhand,2016-10-31, M,2.04,1005174,39.26
Uttarakhand,2016-11-30, M,0.33,1014001,38.83
Uttarakhand,2016-12-31, M,2.89,969332,38
Uttarakhand,2017-01-31, M,2.46,821248,31.97
Uttarakhand,2017-02-28, M,2.2,1073419,41.58
Uttarakhand,2017-03-31, M,0.88,951048,36.25
Uttarakhand,2017-04-30, M,0.87,925128,35.17
Uttarakhand,2017-05-31, M,0.61,756221,28.6
Uttarakhand,2017-06-30, M,1.1,1053625,39.94
Uttarakhand,2017-07-31, M,0.9,922045,34.79
Uttarakhand,2017-08-31, M,0,904604,33.74
Uttarakhand,2017-09-30, M,1.03,805192,30.27
Uttarakhand,2017-10-31, M,1.52,1025054,38.62
Uttarakhand,2017-11-30, M,4.14,963042,37.18
Uttarakhand,2017-12-31, M,3.33,871873,33.29
Uttarakhand,2018-01-31, M,1.75,721760,27.05
Uttarakhand,2018-02-28, M,1.66,959431,35.83
Uttarakhand,2018-03-31, M,1.04,914215,33.84
Uttarakhand,2018-04-30, M,1.93,857148,31.94
Uttarakhand,2018-05-31, M,0.93,690887,25.42
Uttarakhand,2018-06-30, M,1.68,937321,34.66
Uttarakhand,2018-07-31, M,0.72,902034,32.94
Uttarakhand,2018-08-31, M,0,804116,29.08
Uttarakhand,2018-09-30, M,4.73,695283,26.32
Uttarakhand,2018-10-31, M,3.75,912396,34.1
Uttarakhand,2018-11-30, M,2.82,870109,32.13
Uttarakhand,2018-12-31, M,7.03,816980,31.45
Uttarakhand,2019-01-31, M,8.64,714612,27.92
Uttarakhand,2019-02-28, M,4.75,894684,33.45
Uttarakhand,2019-03-31, M,4.91,884165,33.02
Uttarakhand,2019-04-30, M,6.91,829664,31.57
Uttarakhand,2019-05-31, M,9.17,676797,26.33
Uttarakhand,2019-06-30, M,4.69,906889,33.54
Uttarakhand,2019-07-31, M,6.94,859900,32.48
Uttarakhand,2019-08-31, M,7.43,823967,31.21
Uttarakhand,2019-09-30, M,9.62,711149,27.51
Uttarakhand,2019-10-31, M,4.72,925174,33.87
Uttarakhand,2019-11-30, M,6.34,904903,33.61
Uttarakhand,2019-12-31, M,7.39,844779,31.65
Uttarakhand,2020-01-31, M,8.92,725253,27.55
Uttarakhand,2020-02-29, M,5.28,963408,35.11
Uttarakhand,2020-03-31, M,8.15,889245,33.33
Uttarakhand,2020-04-30, M,13.18,748041,29.59
Uttarakhand,2020-05-31, M,17.36,778590,32.27
Uttarakhand,2020-06-30, M,4.76,980630,35.18
Uttarakhand,2020-07-31, M,18.59,829353,34.71
Uttarakhand,2020-08-31, M,20.06,810394,34.45
Uttarakhand,2020-09-30, M,9.55,780133,29.24
Uttarakhand,2020-10-31, M,7.55,956242,34.97
Uttarakhand,2020-11-30, M,4,874770,30.73
Uttarakhand,2020-12-31, M,4.38,835885,29.4
Uttarakhand,2021-01-31, M,8.66,744450,27.34
Uttarakhand,2021-02-28, M,5.66,969230,34.38
Uttarakhand,2021-03-31, M,5.14,845211,29.74
Uttarakhand,2021-04-30, M,5.99,820478,29.05
Uttarakhand,2021-05-31, M,8.64,777975,28.27
Uttarakhand,2021-06-30, M,4.78,970634,33.76
Uttarakhand,2021-07-31, M,5.19,844812,29.43
Uttarakhand,2021-08-31, M,5.95,825865,28.92
West Bengal,2016-01-31, M,10.68,9737518,44.18
West Bengal,2016-02-29, M,9.53,9340583,41.78
West Bengal,2016-03-31, M,7.9,9795451,42.97
West Bengal,2016-04-30, M,7.34,10723048,46.68
West Bengal,2016-05-31, M,8.76,9726846,42.93
West Bengal,2016-06-30, M,9.31,9244580,40.99
West Bengal,2016-07-31, M,7.62,9946497,43.23
West Bengal,2016-08-31, M,8.91,10542481,46.39
West Bengal,2016-09-30, M,7.72,10061450,43.63
West Bengal,2016-10-31, M,5.89,9823874,41.71
West Bengal,2016-11-30, M,5.84,10115710,42.85
West Bengal,2016-12-31, M,6.92,10424129,44.6
West Bengal,2017-01-31, M,8.48,9992973,43.42
West Bengal,2017-02-28, M,6.28,9851870,41.74
West Bengal,2017-03-31, M,5.92,10240592,43.15
West Bengal,2017-04-30, M,5.91,10825493,45.54
West Bengal,2017-05-31, M,8.84,10018111,43.43
West Bengal,2017-06-30, M,6.34,10068588,42.41
West Bengal,2017-07-31, M,5.47,10530133,43.88
West Bengal,2017-08-31, M,6.4,10982981,46.14
West Bengal,2017-09-30, M,10.01,10311539,44.99
West Bengal,2017-10-31, M,7.22,10498406,44.35
West Bengal,2017-11-30, M,5.91,10866909,45.2
West Bengal,2017-12-31, M,7.15,11267959,47.42
West Bengal,2018-01-31, M,10.2,10592675,46.02
West Bengal,2018-02-28, M,8.92,10293560,44.03
West Bengal,2018-03-31, M,6.19,10630266,44.07
West Bengal,2018-04-30, M,7.48,11068523,46.46
West Bengal,2018-05-31, M,7.45,11041611,46.25
West Bengal,2018-06-30, M,8.45,10038308,42.44
West Bengal,2018-07-31, M,6.91,10533937,43.73
West Bengal,2018-08-31, M,7.46,11455601,47.76
West Bengal,2018-09-30, M,8.73,10899141,46
West Bengal,2018-10-31, M,7.79,10547372,43.99
West Bengal,2018-11-30, M,7.08,10681480,44.14
West Bengal,2018-12-31, M,6.91,11566995,47.64
West Bengal,2019-01-31, M,7.48,11024540,45.61
West Bengal,2019-02-28, M,7.49,10660400,44.04
West Bengal,2019-03-31, M,7.4,10622355,43.77
West Bengal,2019-04-30, M,6.63,11474549,46.82
West Bengal,2019-05-31, M,7.25,11306179,46.37
West Bengal,2019-06-30, M,7.38,10611499,43.51
West Bengal,2019-07-31, M,7.91,10779830,44.38
West Bengal,2019-08-31, M,7.27,11456486,46.77
West Bengal,2019-09-30, M,7.7,11057721,45.28
West Bengal,2019-10-31, M,7.83,10563685,43.25
West Bengal,2019-11-30, M,6.61,10768465,43.44
West Bengal,2019-12-31, M,7.24,11335694,45.97
West Bengal,2020-01-31, M,7.27,11208617,45.39
West Bengal,2020-02-29, M,7.55,10871168,44.09
West Bengal,2020-03-31, M,6.67,10806105,43.34
West Bengal,2020-04-30, M,15.63,9299466,41.2
West Bengal,2020-05-31, M,15.22,9240903,40.67
West Bengal,2020-06-30, M,10.26,9194154,38.17
West Bengal,2020-07-31, M,12.82,9533067,40.67
West Bengal,2020-08-31, M,18.66,10022478,45.76
West Bengal,2020-09-30, M,12.32,10522496,44.5
West Bengal,2020-10-31, M,9.6,9942863,40.71
West Bengal,2020-11-30, M,8.57,10261530,41.48
West Bengal,2020-12-31, M,7.17,10552600,41.94
West Bengal,2021-01-31, M,6.24,10685903,41.99
West Bengal,2021-02-28, M,5.9,10846301,42.4
West Bengal,2021-03-31, M,7.13,10783038,42.64
West Bengal,2021-04-30, M,7.92,10972804,43.7
West Bengal,2021-05-31, M,14.12,9909402,42.24
West Bengal,2021-06-30, M,14.88,10660596,45.78
West Bengal,2021-07-31, M,9.09,10694075,42.93
West Bengal,2021-08-31, M,9.15,10882164,43.64
India,2016-01-31, M,10.44,126712317,45.07
India,2016-02-29, M,10.38,126547452,44.89
India,2016-03-31, M,11.56,125958829,45.18
India,2016-04-30, M,11.22,126691363,45.18
India,2016-05-31, M,12.1,126663583,45.52
India,2016-06-30, M,10.27,128002784,44.97
India,2016-07-31, M,11.12,127800034,45.24
India,2016-08-31, M,11.17,128124756,45.28
India,2016-09-30, M,9.76,130118637,45.17
India,2016-10-31, M,7.6,131823413,44.6
India,2016-11-30, M,7.62,129827646,43.84
India,2016-12-31, M,7.63,128711483,43.37
India,2017-01-31, M,7.67,127978342,43.05
India,2017-02-28, M,6.38,130796032,43.31
India,2017-03-31, M,5.78,129055238,42.37
India,2017-04-30, M,4.19,129268224,41.65
India,2017-05-31, M,4.85,126746646,41.03
India,2017-06-30, M,4.84,129708908,41.9
India,2017-07-31, M,4.14,128582876,41.14
India,2017-08-31, M,5.08,128705732,41.5
India,2017-09-30, M,5.7,127751424,41.38
India,2017-10-31, M,5.98,131083962,42.49
India,2017-11-30, M,5.41,129436765,41.62
India,2017-12-31, M,5.36,130261630,41.77
India,2018-01-31, M,6.24,128398017,41.47
India,2018-02-28, M,6.59,130653840,42.28
India,2018-03-31, M,6.1,127897736,41.08
India,2018-04-30, M,6.19,127532605,40.92
India,2018-05-31, M,6.18,127161822,40.71
India,2018-06-30, M,6.64,129132137,41.45
India,2018-07-31, M,6.15,128674772,41
India,2018-08-31, M,6.72,127731553,40.86
India,2018-09-30, M,7.38,127196132,40.89
India,2018-10-31, M,7.12,128898579,41.24
India,2018-11-30, M,7.33,127396842,40.76
India,2018-12-31, M,7.48,128058796,40.95
India,2019-01-31, M,8.58,128359005,41.45
India,2019-02-28, M,7.69,128904963,41.15
India,2019-03-31, M,7.72,126855106,40.42
India,2019-04-30, M,7.57,126845332,40.27
India,2019-05-31, M,8.58,126884967,40.64
India,2019-06-30, M,8.26,128370581,40.88
India,2019-07-31, M,8.3,126811043,40.31
India,2019-08-31, M,9.71,126841184,40.87
India,2019-09-30, M,9.58,126833318,40.72
India,2019-10-31, M,8.27,128751633,40.66
India,2019-11-30, M,8.88,127178009,40.34
India,2019-12-31, M,9.02,128055174,40.6
India,2020-01-31, M,9.7,126959978,40.46
India,2020-02-29, M,8.65,128743814,40.48
India,2020-03-31, M,9.41,125503217,39.7
India,2020-04-30, M,24.95,85198095,32.47
India,2020-05-31, M,23.14,94794206,35.2
India,2020-06-30, M,11.68,116442663,37.54
India,2020-07-31, M,9.37,120097100,37.65
India,2020-08-31, M,9.83,123799505,38.93
India,2020-09-30, M,8.45,121606147,37.58
India,2020-10-31, M,7.18,123304641,37.51
India,2020-11-30, M,7.07,122517114,37.14
India,2020-12-31, M,8.84,122353235,37.73
India,2021-01-31, M,8.09,123129476,37.58
India,2021-02-28, M,6.99,123701899,37.23
India,2021-03-31, M,7.27,122712948,36.97
India,2021-04-30, M,9.78,122151000,37.74
India,2021-05-31, M,14.72,112495744,36.69
India,2021-06-30, M,10.08,120210926,37.11
India,2021-07-31, M,8.32,123713310,37.37
India,2021-08-31, M,9.78,123583986,37.86
