Region,Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Andhra Pradesh,2016-01-31, M,20.17,5222629,52.25
Andhra Pradesh,2016-02-29, M,9.73,5455744,48.18
Andhra Pradesh,2016-03-31, M,15.63,5332391,50.27
Andhra Pradesh,2016-04-30, M,9.68,4883600,42.92
Andhra Pradesh,2016-05-31, M,7.34,5289416,45.22
Andhra Pradesh,2016-06-30, M,6.75,5424851,45.99
Andhra Pradesh,2016-07-31, M,4.58,5321627,43.99
Andhra Pradesh,2016-08-31, M,6.58,5267750,44.38
Andhra Pradesh,2016-09-30, M,5.1,5294733,43.82
Andhra Pradesh,2016-10-31, M,7.32,5442483,46.03
Andhra Pradesh,2016-11-30, M,6.15,5288710,44.08
Andhra Pradesh,2016-12-31, M,6.1,5072994,42.17
Andhra Pradesh,2017-01-31, M,5.81,5074657,41.97
Andhra Pradesh,2017-02-28, M,4.54,5237230,42.65
Andhra Pradesh,2017-03-31, M,3.8,5038325,40.63
Andhra Pradesh,2017-04-30, M,5.49,5030573,41.21
Andhra Pradesh,2017-05-31, M,3.85,4884441,39.24
Andhra Pradesh,2017-06-30, M,3.36,5116921,40.82
Andhra Pradesh,2017-07-31, M,3.04,4980708,39.51
Andhra Pradesh,2017-08-31, M,5.73,5025117,40.92
Andhra Pradesh,2017-09-30, M,8.44,4911744,41.09
Andhra Pradesh,2017-10-31, M,4.81,5102145,40.97
Andhra Pradesh,2017-11-30, M,3.65,5171081,40.94
Andhra Pradesh,2017-12-31, M,5.47,5048139,40.65
Andhra Pradesh,2018-01-31, M,8.36,4885199,40.49
Andhra Pradesh,2018-02-28, M,2.98,5154258,40.27
Andhra Pradesh,2018-03-31, M,4.36,4664347,36.89
Andhra Pradesh,2018-04-30, M,5.66,4942795,39.55
Andhra Pradesh,2018-05-31, M,4.94,4769645,37.79
Andhra Pradesh,2018-06-30, M,3.86,4946759,38.68
Andhra Pradesh,2018-07-31, M,5.21,4802044,38
Andhra Pradesh,2018-08-31, M,5.09,4908850,38.72
Andhra Pradesh,2018-09-30, M,6.96,4757407,38.19
Andhra Pradesh,2018-10-31, M,5.15,4723182,37.12
Andhra Pradesh,2018-11-30, M,6.65,4772311,38.02
Andhra Pradesh,2018-12-31, M,4.96,4872260,38.05
Andhra Pradesh,2019-01-31, M,6.63,4776973,37.89
Andhra Pradesh,2019-02-28, M,5.78,4863514,38.16
Andhra Pradesh,2019-03-31, M,5.69,4719019,36.91
Andhra Pradesh,2019-04-30, M,5.23,4717161,36.64
Andhra Pradesh,2019-05-31, M,6.09,4788660,37.45
Andhra Pradesh,2019-06-30, M,3.8,4824628,36.76
Andhra Pradesh,2019-07-31, M,5.64,4657440,36.1
Andhra Pradesh,2019-08-31, M,4.61,4743180,36.29
Andhra Pradesh,2019-09-30, M,6.01,4733997,36.69
Andhra Pradesh,2019-10-31, M,4.7,4774376,36.41
Andhra Pradesh,2019-11-30, M,7.54,4668774,36.62
Andhra Pradesh,2019-12-31, M,7.88,4913964,38.61
Andhra Pradesh,2020-01-31, M,7.11,4618860,35.91
Andhra Pradesh,2020-02-29, M,5.66,4822035,36.84
Andhra Pradesh,2020-03-31, M,9.88,4521537,36.08
Andhra Pradesh,2020-04-30, M,32.3,2544084,26.97
Andhra Pradesh,2020-05-31, M,24.64,3461943,32.9
Andhra Pradesh,2020-06-30, M,5.85,4949821,37.57
Andhra Pradesh,2020-07-31, M,9.81,4158752,32.88
Andhra Pradesh,2020-08-31, M,9.54,4489404,35.31
Andhra Pradesh,2020-09-30, M,8.68,4402925,34.24
Andhra Pradesh,2020-10-31, M,6.82,4650193,35.36
Andhra Pradesh,2020-11-30, M,9.14,4344411,33.81
Andhra Pradesh,2020-12-31, M,7.2,4616157,35.1
Andhra Pradesh,2021-01-31, M,8.07,4739467,36.3
Andhra Pradesh,2021-02-28, M,5.13,5000444,37.04
Andhra Pradesh,2021-03-31, M,7.04,4622009,34.86
Andhra Pradesh,2021-04-30, M,8.06,4589629,34.93
Andhra Pradesh,2021-05-31, M,11.06,4454981,34.97
Andhra Pradesh,2021-06-30, M,7.34,4748562,35.7
Andhra Pradesh,2021-07-31, M,8.09,4612221,34.89
Andhra Pradesh,2021-08-31, M,8.23,4635550,35.04
Assam,2016-01-31, M,6.33,1529922,43.76
Assam,2016-02-29, M,9.06,1525023,44.85
Assam,2016-03-31, M,5.17,1549321,43.61
Assam,2016-04-30, M,4.27,1463823,40.73
Assam,2016-05-31, M,4.75,1531985,42.76
Assam,2016-06-30, M,5.79,1500608,42.27
Assam,2016-07-31, M,7.14,1422857,40.58
Assam,2016-08-31, M,13.01,1398425,42.49
Assam,2016-09-30, M,9.57,1571843,45.85
Assam,2016-10-31, M,10.51,1499277,44.11
Assam,2016-11-30, M,3.39,1583464,43.07
Assam,2016-12-31, M,5.78,1483416,41.28
Assam,2017-01-31, M,5.9,1520605,42.29
Assam,2017-02-28, M,10.08,1580275,45.91
Assam,2017-04-30, M,1.76,1522277,40.32
Assam,2017-05-31, M,7.5,1536237,43.13
Assam,2017-06-30, M,9.66,1631643,46.81
Assam,2017-07-31, M,11.67,1495704,43.8
Assam,2017-08-31, M,8.7,1586713,44.86
Assam,2017-09-30, M,6.62,1554968,42.9
Assam,2017-10-31, M,17.88,1608300,50.35
Assam,2017-11-30, M,15.62,1471621,44.76
Assam,2017-12-31, M,7.83,1432752,39.81
Assam,2018-01-31, M,4.13,1634418,43.57
Assam,2018-02-28, M,15.77,1665831,50.45
Assam,2018-03-31, M,8,1613272,44.64
Assam,2018-04-30, M,13.26,1647738,48.27
Assam,2018-05-31, M,4.45,1664302,44.17
Assam,2018-06-30, M,15.61,1641282,49.22
Assam,2018-07-31, M,10.89,1542648,43.72
Assam,2018-08-31, M,14.88,1608877,47.64
Assam,2018-09-30, M,7.14,1677903,45.45
Assam,2018-10-31, M,8.91,1575941,43.43
Assam,2018-11-30, M,6.58,1540123,41.3
Assam,2018-12-31, M,11.07,1622208,45.61
Assam,2019-01-31, M,6.97,1687708,45.27
Assam,2019-02-28, M,10.46,1619586,45.05
Assam,2019-03-31, M,4.76,1712014,44.68
Assam,2019-04-30, M,11.69,1628844,45.76
Assam,2019-05-31, M,7.87,1671707,44.92
Assam,2019-06-30, M,9.89,1647343,45.17
Assam,2019-07-31, M,3.21,1739837,44.32
Assam,2019-08-31, M,10.39,1595581,43.81
Assam,2019-09-30, M,9.26,1576479,42.66
Assam,2019-10-31, M,11.17,1595175,44.01
Assam,2019-11-30, M,6.31,1708045,44.59
Assam,2019-12-31, M,5.02,1722303,44.26
Assam,2020-01-31, M,7.24,1630908,42.82
Assam,2020-02-29, M,9.98,1625454,43.9
Assam,2020-03-31, M,10.34,1664145,45.03
Assam,2020-04-30, M,8.37,1454956,38.45
Assam,2020-05-31, M,10.77,1441722,39.04
Assam,2020-06-30, M,3.42,1551007,38.73
Assam,2020-07-31, M,5.85,1610505,41.16
Assam,2020-08-31, M,8.21,1571160,41.1
Assam,2020-09-30, M,3.42,1587541,39.39
Assam,2020-10-31, M,3.48,1665619,41.27
Assam,2020-11-30, M,2.69,1735014,42.56
Assam,2020-12-31, M,0.76,1653884,39.7
Assam,2021-01-31, M,0.94,1622427,38.93
Assam,2021-02-28, M,2.41,1684131,40.94
Assam,2021-03-31, M,0.68,1631388,38.89
Assam,2021-04-30, M,1.23,1569920,37.56
Assam,2021-05-31, M,0.46,1726664,40.9
Assam,2021-06-30, M,3.75,1639872,40.09
Assam,2021-07-31, M,5.77,1691892,42.16
Assam,2021-08-31, M,3.91,1599114,39
Bihar,2016-01-31, M,8.97,3317405,41.71
Bihar,2016-02-29, M,20.46,3573153,51.31
Bihar,2016-03-31, M,10.99,3382778,43.31
Bihar,2016-04-30, M,13.05,3205834,41.93
Bihar,2016-05-31, M,21.6,3308141,47.89
Bihar,2016-06-30, M,23.61,3547971,52.6
Bihar,2016-07-31, M,19.83,3385175,47.72
Bihar,2016-08-31, M,17.3,3272056,44.62
Bihar,2016-09-30, M,20.12,3102351,43.71
Bihar,2016-10-31, M,10.59,3298034,41.43
Bihar,2016-11-30, M,10.97,3254790,40.97
Bihar,2016-12-31, M,6.18,3276336,39.05
Bihar,2017-01-31, M,11.24,3197505,40.2
Bihar,2017-02-28, M,8.04,3321266,40.23
Bihar,2017-03-31, M,5.58,3274518,38.54
Bihar,2017-04-30, M,3.37,3172349,36.41
Bihar,2017-05-31, M,5.79,3232015,37.97
Bihar,2017-06-30, M,3.76,3467640,39.8
Bihar,2017-07-31, M,3.56,3311423,37.84
Bihar,2017-08-31, M,5.33,3210954,37.3
Bihar,2017-09-30, M,7.27,3221894,38.13
Bihar,2017-10-31, M,6.31,3421506,39.99
Bihar,2017-11-30, M,4.17,3322940,37.89
Bihar,2017-12-31, M,7.26,3178433,37.37
Bihar,2018-01-31, M,10.85,3158308,38.55
Bihar,2018-02-28, M,9.88,3474858,41.88
Bihar,2018-03-31, M,12.61,3144714,39
Bihar,2018-04-30, M,11.66,3051850,37.36
Bihar,2018-05-31, M,13.3,3042953,37.88
Bihar,2018-06-30, M,11.52,3373261,41.06
Bihar,2018-07-31, M,11.71,3197020,38.91
Bihar,2018-08-31, M,13.43,2911528,36.07
Bihar,2018-09-30, M,11.72,3020218,36.61
Bihar,2018-10-31, M,11.73,3237720,39.17
Bihar,2018-11-30, M,14.67,3034493,37.9
Bihar,2018-12-31, M,12.62,3039804,37
Bihar,2019-01-31, M,17.15,3011934,38.58
Bihar,2019-02-28, M,15.54,3172005,39.77
Bihar,2019-03-31, M,13.43,3118422,38.07
Bihar,2019-04-30, M,18.93,2919604,37.98
Bihar,2019-05-31, M,19.9,3029343,39.8
Bihar,2019-06-30, M,13.29,3248864,39.35
Bihar,2019-07-31, M,16.41,3059745,38.36
Bihar,2019-08-31, M,17.66,2994761,38.03
Bihar,2019-09-30, M,20.46,2992082,39.25
Bihar,2019-10-31, M,14.06,3173428,38.45
Bihar,2019-11-30, M,17.62,3081076,38.86
Bihar,2019-12-31, M,14.91,2977855,36.29
Bihar,2020-01-31, M,20.69,2988665,38.99
Bihar,2020-02-29, M,15.11,3113464,37.87
Bihar,2020-03-31, M,15.73,3049637,37.29
Bihar,2020-04-30, M,58.77,1400962,34.94
Bihar,2020-05-31, M,35.99,2229884,35.74
Bihar,2020-06-30, M,12.61,3108389,36.42
Bihar,2020-07-31, M,17.93,3026772,37.68
Bihar,2020-08-31, M,21.5,2766159,35.93
Bihar,2020-09-30, M,17.83,3017267,37.36
Bihar,2020-10-31, M,11.04,3074204,35.09
Bihar,2020-11-30, M,15.14,3110589,37.14
Bihar,2020-12-31, M,18.05,2949613,36.39
Bihar,2021-01-31, M,16.87,2997440,36.38
Bihar,2021-02-28, M,13.46,3076085,35.79
Bihar,2021-03-31, M,18.17,3028056,37.18
Bihar,2021-04-30, M,21.4,2932268,37.4
Bihar,2021-05-31, M,16.94,3102360,37.37
Bihar,2021-06-30, M,13.08,2999740,34.46
Bihar,2021-07-31, M,17.52,2986184,36.07
Bihar,2021-08-31, M,19.49,2841203,35.08
Chandigarh,2016-01-31, M,8.43,344491,43.23
Chandigarh,2016-02-29, M,15.15,355180,48
Chandigarh,2016-03-31, M,11.11,221271,28.48
Chandigarh,2016-04-30, M,9.09,373604,46.92
Chandigarh,2016-05-31, M,10.59,346572,44.16
Chandigarh,2016-06-30, M,5.98,355766,43.01
Chandigarh,2016-07-31, M,4.08,300276,35.51
Chandigarh,2016-08-31, M,4.26,368173,43.52
Chandigarh,2016-09-30, M,8.63,334702,41.37
Chandigarh,2016-10-31, M,0,358700,40.42
Chandigarh,2016-11-30, M,1.61,317264,36.26
Chandigarh,2016-12-31, M,5.38,315016,37.35
Chandigarh,2017-01-31, M,5.56,317214,37.6
Chandigarh,2017-02-28, M,5.15,319191,37.6
Chandigarh,2017-03-31, M,0,254002,28.31
Chandigarh,2017-04-30, M,0,355515,39.54
Chandigarh,2017-05-31, M,13.53,284670,36.54
Chandigarh,2017-06-30, M,9.18,313927,38.28
Chandigarh,2017-07-31, M,6.12,253839,29.88
Chandigarh,2017-08-31, M,6.52,312010,36.8
Chandigarh,2017-09-30, M,6.06,311932,36.53
Chandigarh,2017-10-31, M,9.35,329723,39.93
Chandigarh,2017-11-30, M,12.05,258316,32.17
Chandigarh,2017-12-31, M,5.38,312089,36.05
Chandigarh,2018-01-31, M,12.9,280300,35.09
Chandigarh,2018-02-28, M,8.04,347958,41.18
Chandigarh,2018-03-31, M,17.28,250823,32.93
Chandigarh,2018-04-30, M,8.42,298492,35.32
Chandigarh,2018-05-31, M,7.62,303120,35.47
Chandigarh,2018-06-30, M,8.06,311730,36.58
Chandigarh,2018-07-31, M,18.02,263379,34.58
Chandigarh,2018-08-31, M,8,323508,37.76
Chandigarh,2018-09-30, M,15.38,321687,40.74
Chandigarh,2018-10-31, M,11.64,331448,40.11
Chandigarh,2018-11-30, M,19.05,280359,36.95
Chandigarh,2018-12-31, M,8.13,335917,38.92
Chandigarh,2019-01-31, M,15.13,343084,42.94
Chandigarh,2019-02-28, M,15.58,342573,43.02
Chandigarh,2019-03-31, M,22.73,285332,39.05
Chandigarh,2019-04-30, M,9.02,333905,38.73
Chandigarh,2019-05-31, M,18.35,348042,44.89
Chandigarh,2019-06-30, M,12.4,337145,40.44
Chandigarh,2019-07-31, M,21.8,294379,39.47
Chandigarh,2019-08-31, M,9.52,328282,37.95
Chandigarh,2019-09-30, M,20.14,327239,42.77
Chandigarh,2019-10-31, M,13.99,330856,40.06
Chandigarh,2019-11-30, M,22.05,289592,38.6
Chandigarh,2019-12-31, M,8.33,311146,35.19
Chandigarh,2020-01-31, M,20,332062,42.94
Chandigarh,2020-02-29, M,16.67,316887,39.25
Chandigarh,2020-03-31, M,21.43,279839,36.68
Chandigarh,2020-05-31, M,16.84,273215,33.69
Chandigarh,2020-06-30, M,6.56,321109,35.16
Chandigarh,2020-07-31, M,8.26,283948,31.59
Chandigarh,2020-08-31, M,8.82,286241,31.97
Chandigarh,2020-09-30, M,3.41,277870,29.24
Chandigarh,2020-10-31, M,4.35,285483,30.26
Chandigarh,2020-11-30, M,8.65,273749,30.32
Chandigarh,2020-12-31, M,4.76,294827,31.25
Chandigarh,2021-01-31, M,7.84,275308,30.09
Chandigarh,2021-02-28, M,4.85,331633,35.03
Chandigarh,2021-03-31, M,8.41,280809,30.75
Chandigarh,2021-04-30, M,6.86,294839,31.68
Chandigarh,2021-05-31, M,23.08,237070,30.77
Chandigarh,2021-06-30, M,7.76,313146,33.82
Chandigarh,2021-07-31, M,7.22,282968,30.31
Chandigarh,2021-08-31, M,7.62,295512,31.72
Chhattisgarh,2016-01-31, M,6.54,2019505,44.02
Chhattisgarh,2016-02-29, M,3.71,1926920,40.68
Chhattisgarh,2016-03-31, M,8.67,2300322,51.07
Chhattisgarh,2016-04-30, M,3.69,2114469,44.41
Chhattisgarh,2016-05-31, M,8.43,2246501,49.51
Chhattisgarh,2016-06-30, M,13.9,2067550,48.35
Chhattisgarh,2016-07-31, M,7.07,2466609,53.31
Chhattisgarh,2016-08-31, M,7.39,2290292,49.55
Chhattisgarh,2016-09-30, M,5.96,2275689,48.37
Chhattisgarh,2016-10-31, M,5.66,2096396,44.31
Chhattisgarh,2016-11-30, M,8.87,2351519,51.33
Chhattisgarh,2016-12-31, M,7.81,2273419,48.93
Chhattisgarh,2017-01-31, M,6.46,2208653,46.74
Chhattisgarh,2017-02-28, M,6.58,1976789,41.8
Chhattisgarh,2017-03-31, M,3.74,2460073,50.36
Chhattisgarh,2017-04-30, M,5.46,2313971,48.11
Chhattisgarh,2017-05-31, M,6.36,2176420,45.58
Chhattisgarh,2017-06-30, M,5.25,2012672,41.55
Chhattisgarh,2017-07-31, M,3.05,2364438,47.6
Chhattisgarh,2017-08-31, M,6.02,2334101,48.35
Chhattisgarh,2017-09-30, M,5.58,2251146,46.3
Chhattisgarh,2017-10-31, M,5.61,2106830,43.24
Chhattisgarh,2017-11-30, M,4.16,2177431,43.91
Chhattisgarh,2017-12-31, M,1.64,2567083,50.32
Chhattisgarh,2018-01-31, M,9.78,2152923,45.9
Chhattisgarh,2018-02-28, M,5.39,2096165,42.52
Chhattisgarh,2018-03-31, M,4.25,2151407,43.02
Chhattisgarh,2018-04-30, M,1.99,2366776,46.12
Chhattisgarh,2018-05-31, M,4.04,2159176,42.87
Chhattisgarh,2018-06-30, M,4.58,2039737,40.63
Chhattisgarh,2018-07-31, M,4.36,2120155,42.03
Chhattisgarh,2018-08-31, M,2.08,2292225,44.28
Chhattisgarh,2018-09-30, M,19.47,2166437,50.77
Chhattisgarh,2018-10-31, M,13.16,2110463,45.75
Chhattisgarh,2018-11-30, M,5.89,2169398,43.29
Chhattisgarh,2018-12-31, M,4.29,2275804,44.54
Chhattisgarh,2019-01-31, M,10.69,2205021,46.14
Chhattisgarh,2019-02-28, M,8.32,2171227,44.16
Chhattisgarh,2019-03-31, M,5.32,2225929,43.73
Chhattisgarh,2019-04-30, M,4.61,2347217,45.66
Chhattisgarh,2019-05-31, M,9.77,2223128,45.61
Chhattisgarh,2019-06-30, M,11.77,2192019,45.88
Chhattisgarh,2019-07-31, M,8.17,2285435,45.85
Chhattisgarh,2019-08-31, M,6.29,2392400,46.91
Chhattisgarh,2019-09-30, M,9.45,2309817,46.76
Chhattisgarh,2019-10-31, M,10.27,2297096,46.82
Chhattisgarh,2019-11-30, M,8.32,2341284,46.59
Chhattisgarh,2019-12-31, M,3.57,2415435,45.59
Chhattisgarh,2020-01-31, M,9.01,2315972,46.21
Chhattisgarh,2020-02-29, M,9.79,2347941,47.14
Chhattisgarh,2020-03-31, M,8.21,2407509,47.39
Chhattisgarh,2020-04-30, M,20.13,1066126,24.06
Chhattisgarh,2020-05-31, M,19.35,1537126,34.28
Chhattisgarh,2020-06-30, M,25.73,1625061,39.25
Chhattisgarh,2020-07-31, M,3.4,2175412,40.3
Chhattisgarh,2020-08-31, M,4.21,2156940,40.2
Chhattisgarh,2020-09-30, M,5.24,2277312,42.8
Chhattisgarh,2020-10-31, M,8.18,2255153,43.63
Chhattisgarh,2020-11-30, M,4.24,2169263,40.15
Chhattisgarh,2020-12-31, M,5.26,2098898,39.17
Chhattisgarh,2021-01-31, M,5.28,2303194,42.88
Chhattisgarh,2021-02-28, M,6.47,2296190,43.2
Chhattisgarh,2021-03-31, M,3.32,2258407,41.01
Chhattisgarh,2021-04-30, M,1.9,2405634,42.94
Chhattisgarh,2021-05-31, M,3.74,2294277,41.63
Chhattisgarh,2021-06-30, M,3.31,2387240,43.03
Chhattisgarh,2021-07-31, M,1.81,2299903,40.72
Chhattisgarh,2021-08-31, M,3.39,2294300,41.18
Delhi,2016-01-31, M,10.59,5338313,44.03
Delhi,2016-02-29, M,10.83,4690351,38.71
Delhi,2016-03-31, M,10.51,5369646,44.06
Delhi,2016-04-30, M,5.73,5802357,45.09
Delhi,2016-05-31, M,17.44,5381843,47.65
Delhi,2016-06-30, M,15.91,4886343,42.38
Delhi,2016-07-31, M,14.16,5180801,43.91
Delhi,2016-08-31, M,6.45,5789929,44.93
Delhi,2016-09-30, M,7.58,5299196,41.53
Delhi,2016-10-31, M,11.58,5046339,41.24
Delhi,2016-11-30, M,11.3,5369670,43.65
Delhi,2016-12-31, M,11.15,5529497,44.77
Delhi,2017-01-31, M,10.88,5141984,41.41
Delhi,2017-02-28, M,12.12,5072383,41.34
Delhi,2017-03-31, M,10.8,5017896,40.19
Delhi,2017-04-30, M,7.27,5494696,42.24
Delhi,2017-05-31, M,5.31,5219192,39.2
Delhi,2017-06-30, M,3.72,5153807,37.99
Delhi,2017-07-31, M,3.17,5012831,36.65
Delhi,2017-08-31, M,6.53,5195783,39.26
Delhi,2017-09-30, M,4.49,4955900,36.57
Delhi,2017-10-31, M,3.65,5407370,39.46
Delhi,2017-11-30, M,2.07,5163953,36.99
Delhi,2017-12-31, M,5.66,5323706,39.49
Delhi,2018-01-31, M,2.19,5320585,37.98
Delhi,2018-02-28, M,1.49,5456923,38.59
Delhi,2018-03-31, M,2.94,4979929,35.66
Delhi,2018-04-30, M,3.48,5264906,37.83
Delhi,2018-05-31, M,8.88,5193876,39.44
Delhi,2018-06-30, M,9.06,5231676,39.71
Delhi,2018-07-31, M,7.28,5144157,38.21
Delhi,2018-08-31, M,12.45,5343377,41.94
Delhi,2018-09-30, M,12.68,5546415,43.54
Delhi,2018-10-31, M,9.93,5207076,39.53
Delhi,2018-11-30, M,12.06,5393830,41.85
Delhi,2018-12-31, M,9.6,5762234,43.39
Delhi,2019-01-31, M,12.25,5842691,45.22
Delhi,2019-02-28, M,11.65,5302562,40.67
Delhi,2019-03-31, M,13.14,5307416,41.31
Delhi,2019-04-30, M,8.33,5474214,40.28
Delhi,2019-05-31, M,12.31,5756472,44.17
Delhi,2019-06-30, M,12.76,5550172,42.71
Delhi,2019-07-31, M,14.68,5393093,42.34
Delhi,2019-08-31, M,13.52,5552510,42.9
Delhi,2019-09-30, M,20.59,5642254,47.36
Delhi,2019-10-31, M,12.41,6030364,45.78
Delhi,2019-11-30, M,16.11,5439600,43.02
Delhi,2019-12-31, M,11.07,5718340,42.56
Delhi,2020-01-31, M,22.45,5647493,48.09
Delhi,2020-02-29, M,14.86,5708807,44.18
Delhi,2020-03-31, M,17.09,5401392,42.82
Delhi,2020-04-30, M,16.51,3003787,23.59
Delhi,2020-05-31, M,43.02,2502794,28.73
Delhi,2020-06-30, M,18.11,4306807,34.32
Delhi,2020-07-31, M,20.43,4148109,33.94
Delhi,2020-08-31, M,13.62,4728350,35.55
Delhi,2020-09-30, M,12.64,4813863,35.71
Delhi,2020-10-31, M,6.19,4710193,32.46
Delhi,2020-11-30, M,6.55,4903210,33.84
Delhi,2020-12-31, M,7.49,5202146,36.18
Delhi,2021-01-31, M,12.57,5014724,36.81
Delhi,2021-02-28, M,8.02,5035622,35.06
Delhi,2021-03-31, M,9.37,4969192,35.03
Delhi,2021-04-30, M,27.68,4028115,35.5
Delhi,2021-05-31, M,46.25,2760409,32.65
Delhi,2021-06-30, M,8.47,4976895,34.49
Delhi,2021-07-31, M,10.73,4850709,34.38
Delhi,2021-08-31, M,11.58,4922386,35.14
Goa,2016-01-31, M,12.31,400703,60.22
Goa,2016-02-29, M,13.54,371433,56.54
Goa,2016-03-31, M,3.77,385066,52.61
Goa,2016-04-30, M,7.72,364737,51.9
Goa,2016-05-31, M,16.77,389268,61.33
Goa,2016-06-30, M,17.06,372820,58.88
Goa,2016-07-31, M,5.78,402131,55.83
Goa,2016-08-31, M,9.62,367999,53.2
Goa,2016-09-30, M,14.38,387591,59.07
Goa,2016-10-31, M,13.72,376867,56.93
Goa,2016-11-30, M,4.33,390275,53.1
Goa,2016-12-31, M,8.66,374879,53.36
Goa,2017-01-31, M,14.47,394927,59.96
Goa,2017-02-28, M,14.29,379169,57.38
Goa,2017-03-31, M,4.02,395910,53.43
Goa,2017-04-30, M,5.97,357148,49.14
Goa,2017-05-31, M,10.76,389529,56.4
Goa,2017-06-30, M,10.27,369906,53.21
Goa,2017-07-31, M,3.69,377929,50.58
Goa,2017-08-31, M,6.67,363334,50.12
Goa,2017-09-30, M,8.91,384558,54.29
Goa,2017-10-31, M,8.5,369146,51.81
Goa,2017-11-30, M,2.94,372843,49.28
Goa,2017-12-31, M,3.76,388384,51.7
Goa,2018-01-31, M,2.09,371876,48.6
Goa,2018-02-28, M,6.7,343854,47.11
Goa,2018-03-31, M,2.96,385827,50.75
Goa,2018-04-30, M,5.47,376333,50.76
Goa,2018-05-31, M,2.04,382705,49.75
Goa,2018-06-30, M,3.14,342062,44.92
Goa,2018-07-31, M,3.04,375138,49.15
Goa,2018-08-31, M,7.14,368007,50.28
Goa,2018-09-30, M,3.14,360515,47.16
Goa,2018-10-31, M,7.25,341669,46.62
Goa,2018-11-30, M,2.36,346251,44.82
Goa,2018-12-31, M,7.14,362257,49.25
Goa,2019-01-31, M,9.17,299715,41.6
Goa,2019-02-28, M,7.64,282213,38.48
Goa,2019-03-31, M,8.96,284460,39.3
Goa,2019-04-30, M,10.6,307932,43.27
Goa,2019-05-31, M,2.75,264855,34.17
Goa,2019-06-30, M,13.33,304015,43.96
Goa,2019-07-31, M,12.28,280367,40
Goa,2019-08-31, M,4.9,243277,31.97
Goa,2019-09-30, M,3.6,295698,38.29
Goa,2019-10-31, M,12.31,290264,41.27
Goa,2019-11-30, M,25.2,271612,45.22
Goa,2019-12-31, M,16.22,288154,42.77
Goa,2020-01-31, M,10.92,257814,35.95
Goa,2020-02-29, M,4.31,306396,39.73
Goa,2020-03-31, M,4.76,277093,36.05
Goa,2020-04-30, M,11.76,318957,44.74
Goa,2020-07-31, M,17.5,281739,42.11
Goa,2020-09-30, M,21.78,268763,42.26
Goa,2020-10-31, M,6.12,243180,31.82
Goa,2020-11-30, M,16.95,223135,32.96
Goa,2020-12-31, M,10.53,289057,39.58
Goa,2021-01-31, M,20,261504,40
Goa,2021-02-28, M,20,286879,43.83
Goa,2021-03-31, M,15.38,253117,36.52
Goa,2021-04-30, M,31.03,227829,40.28
Goa,2021-05-31, M,22.73,290852,45.83
Goa,2021-06-30, M,16.07,274080,39.72
Goa,2021-07-31, M,19.61,259653,39.23
Goa,2021-08-31, M,12.68,295427,41.04
Gujarat,2016-01-31, M,4.96,9033286,43.25
Gujarat,2016-02-29, M,3.22,9888544,46.39
Gujarat,2016-03-31, M,6.01,9621719,46.36
Gujarat,2016-04-30, M,4.96,9572466,45.5
Gujarat,2016-05-31, M,4.32,9197478,43.32
Gujarat,2016-06-30, M,2.91,10217624,47.31
Gujarat,2016-07-31, M,4,9672666,45.18
Gujarat,2016-08-31, M,2.12,9657796,44.14
Gujarat,2016-09-30, M,3.34,9534840,44.02
Gujarat,2016-10-31, M,1.04,10347711,46.55
Gujarat,2016-11-30, M,2.85,9604969,43.9
Gujarat,2016-12-31, M,3.57,10051273,46.17
Gujarat,2017-01-31, M,2.99,9506381,43.3
Gujarat,2017-02-28, M,1.81,10383705,46.62
Gujarat,2017-03-31, M,2.96,9673912,43.84
Gujarat,2017-04-30, M,1.86,10102886,45.16
Gujarat,2017-05-31, M,1.08,10107649,44.72
Gujarat,2017-06-30, M,2.02,10377611,46.24
Gujarat,2017-07-31, M,4.36,9287775,42.29
Gujarat,2017-08-31, M,2.96,10051933,45
Gujarat,2017-09-30, M,4.41,10081060,45.7
Gujarat,2017-10-31, M,5.99,10318611,47.44
Gujarat,2017-11-30, M,2.22,9540726,42.08
Gujarat,2017-12-31, M,1.22,10011867,43.6
Gujarat,2018-01-31, M,2.84,9900750,43.72
Gujarat,2018-02-28, M,7.67,10261105,47.58
Gujarat,2018-03-31, M,3.78,9900222,43.94
Gujarat,2018-04-30, M,5.45,9762952,43.99
Gujarat,2018-05-31, M,4.28,9589434,42.57
Gujarat,2018-06-30, M,6.9,9945586,45.29
Gujarat,2018-07-31, M,3.64,9870603,43.31
Gujarat,2018-08-31, M,4.99,9930988,44.09
Gujarat,2018-09-30, M,4.11,9408128,41.29
Gujarat,2018-10-31, M,6.74,10136183,45.62
Gujarat,2018-11-30, M,4.79,9938084,43.7
Gujarat,2018-12-31, M,3.65,10217226,44.29
Gujarat,2019-01-31, M,5.64,10055662,44.4
Gujarat,2019-02-28, M,5.7,10481290,46.2
Gujarat,2019-03-31, M,5.24,9875303,43.21
Gujarat,2019-04-30, M,3.37,10166824,43.52
Gujarat,2019-05-31, M,4.09,9686560,41.67
Gujarat,2019-06-30, M,6.31,10144964,44.57
Gujarat,2019-07-31, M,5.15,9828020,42.54
Gujarat,2019-08-31, M,4.2,10228160,43.72
Gujarat,2019-09-30, M,5.96,9608852,41.74
Gujarat,2019-10-31, M,5.45,10474218,45.14
