Region,Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Tripura,2018-06-30, M,20,1076286,61.28
Tripura,2018-07-31, M,17.49,951442,52.44
Tripura,2018-08-31, M,23.88,1043379,62.23
Tripura,2018-09-30, M,39.19,967018,72.08
Tripura,2018-10-31, M,33.09,1086837,73.5
Tripura,2018-11-30, M,33.33,1012609,68.62
Tripura,2018-12-31, M,23.11,1066060,62.54
Tripura,2019-01-31, M,33.06,996372,67.03
Tripura,2019-02-28, M,25.7,1137114,68.81
Tripura,2019-03-31, M,22.95,1026566,59.8
Tripura,2019-04-30, M,22.22,1077253,62.07
Tripura,2019-05-31, M,29.25,1019549,64.47
Tripura,2019-06-30, M,26.64,1107013,67.4
Tripura,2019-07-31, M,22.47,1052598,60.54
Tripura,2019-08-31, M,25.49,975501,58.29
Tripura,2019-09-30, M,30.23,1034408,65.9
Tripura,2019-10-31, M,27.54,1113764,68.21
Tripura,2019-11-30, M,25.25,1084633,64.29
Tripura,2019-12-31, M,26.53,1046878,63.02
Tripura,2020-01-31, M,31.91,1057975,68.61
Tripura,2020-02-29, M,26.22,1169347,69.88
Tripura,2020-03-31, M,31.61,1060946,68.28
Tripura,2020-04-30, M,43.64,675083,52.63
Tripura,2020-05-31, M,20.88,891967,49.46
Tripura,2020-06-30, M,18.95,1110234,60
Tripura,2020-07-31, M,15.79,988947,51.35
Tripura,2020-08-31, M,27.44,970103,58.36
Tripura,2020-09-30, M,19.31,948583,51.24
Tripura,2020-10-31, M,12.44,1175851,58.43
Tripura,2020-11-30, M,13.16,1037059,51.88
Tripura,2020-12-31, M,16.42,993262,51.54
Tripura,2021-01-31, M,20.27,976830,53.05
Tripura,2021-02-28, M,11.82,1214206,59.53
Tripura,2021-03-31, M,13.79,1064773,53.31
Tripura,2021-04-30, M,15.13,1032300,52.41
Tripura,2021-05-31, M,21.93,936126,51.58
Tripura,2021-06-30, M,9.47,1224662,58.1
Tripura,2021-07-31, M,13.21,1153540,56.99
Tripura,2021-08-31, M,12.77,1084275,53.21
Uttar Pradesh,2016-01-31, M,13.76,42479419,44.49
Uttar Pradesh,2016-02-29, M,13.33,41941441,43.62
Uttar Pradesh,2016-03-31, M,12.16,43489501,44.53
Uttar Pradesh,2016-04-30, M,13.15,42730696,44.15
Uttar Pradesh,2016-05-31, M,15.3,44347442,46.89
Uttar Pradesh,2016-06-30, M,18.02,42975514,46.84
Uttar Pradesh,2016-07-31, M,11.83,43137820,43.63
Uttar Pradesh,2016-08-31, M,16.9,43095763,46.14
Uttar Pradesh,2016-09-30, M,8.89,46847283,45.65
Uttar Pradesh,2016-10-31, M,8.09,44804448,43.18
Uttar Pradesh,2016-11-30, M,5.13,42225753,39.34
Uttar Pradesh,2016-12-31, M,7.23,42130453,40.05
Uttar Pradesh,2017-01-31, M,2.94,43723080,39.64
Uttar Pradesh,2017-02-28, M,2.16,42679666,38.31
Uttar Pradesh,2017-03-31, M,1.19,41651327,36.94
Uttar Pradesh,2017-04-30, M,5.51,42101198,38.96
Uttar Pradesh,2017-05-31, M,2.15,42996069,38.34
Uttar Pradesh,2017-06-30, M,1.6,44172996,39.08
Uttar Pradesh,2017-07-31, M,1.26,42857326,37.71
Uttar Pradesh,2017-08-31, M,7.13,42875942,40.02
Uttar Pradesh,2017-09-30, M,2.61,43205468,38.37
Uttar Pradesh,2017-10-31, M,2.46,44011138,38.94
Uttar Pradesh,2017-11-30, M,1.46,42504146,37.15
Uttar Pradesh,2017-12-31, M,5.53,41991466,38.2
Uttar Pradesh,2018-01-31, M,3.15,43350408,38.38
Uttar Pradesh,2018-02-28, M,2.81,44031310,38.77
Uttar Pradesh,2018-03-31, M,2.18,43365448,37.85
Uttar Pradesh,2018-04-30, M,5.73,43192494,39.04
Uttar Pradesh,2018-05-31, M,4.74,43486815,38.81
Uttar Pradesh,2018-06-30, M,3.05,44046996,38.54
Uttar Pradesh,2018-07-31, M,2.94,43208316,37.68
Uttar Pradesh,2018-08-31, M,8.76,42706441,39.53
Uttar Pradesh,2018-09-30, M,7.3,43174661,39.25
Uttar Pradesh,2018-10-31, M,5.05,42913894,38.01
Uttar Pradesh,2018-11-30, M,5.37,42743911,37.9
Uttar Pradesh,2018-12-31, M,10.75,42924264,40.27
Uttar Pradesh,2019-01-31, M,8.14,42956774,39.07
Uttar Pradesh,2019-02-28, M,8.72,41959261,38.32
Uttar Pradesh,2019-03-31, M,7.75,43342692,39.08
Uttar Pradesh,2019-04-30, M,10.87,44306803,41.26
Uttar Pradesh,2019-05-31, M,10.26,43287812,39.96
Uttar Pradesh,2019-06-30, M,11.13,42276551,39.32
Uttar Pradesh,2019-07-31, M,9.19,42697003,38.78
Uttar Pradesh,2019-08-31, M,11.47,43298748,40.24
Uttar Pradesh,2019-09-30, M,6.37,44310100,38.86
Uttar Pradesh,2019-10-31, M,10.18,42833280,39.07
Uttar Pradesh,2019-11-30, M,6.94,43261536,38.01
Uttar Pradesh,2019-12-31, M,8.43,44640064,39.77
Uttar Pradesh,2020-01-31, M,6.06,45777509,39.67
Uttar Pradesh,2020-02-29, M,8.12,44257432,39.13
Uttar Pradesh,2020-03-31, M,9.37,43086706,38.53
Uttar Pradesh,2020-04-30, M,19.92,39970677,40.37
Uttar Pradesh,2020-05-31, M,16.86,38547596,37.42
Uttar Pradesh,2020-06-30, M,8.51,41908909,36.89
Uttar Pradesh,2020-07-31, M,4.39,43316726,36.4
Uttar Pradesh,2020-08-31, M,5.69,42985424,36.54
Uttar Pradesh,2020-09-30, M,3.26,42993059,35.55
Uttar Pradesh,2020-10-31, M,3.22,43075281,35.53
Uttar Pradesh,2020-11-30, M,4.71,43482416,36.35
Uttar Pradesh,2020-12-31, M,15.29,42975344,40.32
Uttar Pradesh,2021-01-31, M,4.22,42085759,34.84
Uttar Pradesh,2021-02-28, M,3.65,43524091,35.75
Uttar Pradesh,2021-03-31, M,3.68,42817381,35.11
Uttar Pradesh,2021-04-30, M,5.03,43919364,36.44
Uttar Pradesh,2021-05-31, M,6.04,42772497,35.79
Uttar Pradesh,2021-06-30, M,3.77,42925293,35
Uttar Pradesh,2021-07-31, M,4.9,42092151,34.65
Uttar Pradesh,2021-08-31, M,5.99,43728946,36.33
Uttarakhand,2016-01-31, M,0,3489729,65.86
Uttarakhand,2016-02-29, M,4.76,2460661,48.68
Uttarakhand,2016-03-31, M,1.3,1879939,35.81
Uttarakhand,2016-04-30, M,0,3124021,58.63
Uttarakhand,2016-05-31, M,0,3866562,72.43
Uttarakhand,2016-06-30, M,2.32,2357432,45.12
Uttarakhand,2016-07-31, M,0,2088677,38.98
Uttarakhand,2016-08-31, M,0,2573999,47.94
Uttarakhand,2016-09-30, M,0,2464390,45.81
Uttarakhand,2016-10-31, M,4.82,2206720,43.02
Uttarakhand,2016-11-30, M,0,1799930,33.33
Uttarakhand,2016-12-31, M,0,2462880,45.52
Uttarakhand,2017-01-31, M,0,2900105,53.5
Uttarakhand,2017-02-28, M,3.43,2227459,42.48
Uttarakhand,2017-03-31, M,0,2055971,37.79
Uttarakhand,2017-04-30, M,0,2278360,41.8
Uttarakhand,2017-05-31, M,0,2470733,45.24
Uttarakhand,2017-06-30, M,2.17,2046275,38.23
Uttarakhand,2017-07-31, M,0,2017383,36.8
Uttarakhand,2017-08-31, M,0,2315762,42.16
Uttarakhand,2017-09-30, M,0,2325614,42.26
Uttarakhand,2017-10-31, M,1.46,1985529,36.54
Uttarakhand,2017-11-30, M,3.73,2036233,38.29
Uttarakhand,2017-12-31, M,1.14,1937959,35.41
Uttarakhand,2018-01-31, M,0.56,2062357,37.39
Uttarakhand,2018-02-28, M,1.02,2025083,36.82
Uttarakhand,2018-03-31, M,3,2092959,38.76
Uttarakhand,2018-04-30, M,0.46,1918046,34.55
Uttarakhand,2018-05-31, M,1.02,2142532,38.74
Uttarakhand,2018-06-30, M,1.05,1963765,35.45
Uttarakhand,2018-07-31, M,3.03,2045727,37.61
Uttarakhand,2018-08-31, M,0.46,1930445,34.5
Uttarakhand,2018-09-30, M,1.55,2109007,38.04
Uttarakhand,2018-10-31, M,4.66,1940566,36.07
Uttarakhand,2018-11-30, M,4.58,2030567,37.64
Uttarakhand,2018-12-31, M,4.82,1958292,36.32
Uttarakhand,2019-01-31, M,1.71,2164406,38.8
Uttarakhand,2019-02-28, M,5.29,1958058,36.36
Uttarakhand,2019-03-31, M,5.04,1968509,36.39
Uttarakhand,2019-04-30, M,6.11,1902434,35.5
Uttarakhand,2019-05-31, M,1.63,2108044,37.47
Uttarakhand,2019-06-30, M,4.65,2021553,37.01
Uttarakhand,2019-07-31, M,5.74,2000524,36.97
Uttarakhand,2019-08-31, M,6.11,1911380,35.39
Uttarakhand,2019-09-30, M,3.47,2157845,38.79
Uttarakhand,2019-10-31, M,4.83,2027663,36.9
Uttarakhand,2019-11-30, M,5.56,2007113,36.73
Uttarakhand,2019-12-31, M,4.52,1947566,35.19
Uttarakhand,2020-01-31, M,4.17,1986386,35.69
Uttarakhand,2020-02-29, M,4.85,2057523,37.16
Uttarakhand,2020-04-30, M,3.66,1972074,35.04
Uttarakhand,2020-05-31, M,3.57,1915482,33.94
Uttarakhand,2020-06-30, M,10.71,1675441,32
Uttarakhand,2020-08-31, M,11.54,1907133,36.62
Uttarakhand,2020-10-31, M,10.1,1783067,33.56
Uttarakhand,2020-12-31, M,5.56,1811937,32.34
Uttarakhand,2021-01-31, M,2.59,1786648,30.85
Uttarakhand,2021-02-28, M,4.17,1806312,31.65
Uttarakhand,2021-03-31, M,2.27,1666221,28.57
Uttarakhand,2021-04-30, M,5.95,2031872,36.13
Uttarakhand,2021-05-31, M,3.95,1669166,29.01
Uttarakhand,2021-06-30, M,4.82,1852243,32.42
Uttarakhand,2021-07-31, M,2.13,1686888,28.66
Uttarakhand,2021-08-31, M,6.33,1949057,34.53
West Bengal,2016-01-31, M,8.3,22075472,48.57
West Bengal,2016-02-29, M,4.66,21471002,45.35
West Bengal,2016-03-31, M,8.4,21405797,46.96
West Bengal,2016-04-30, M,7.64,21089931,45.8
West Bengal,2016-05-31, M,5.64,22359938,47.42
West Bengal,2016-06-30, M,5.72,20823298,44.12
West Bengal,2016-07-31, M,8.17,21126808,45.86
West Bengal,2016-08-31, M,6.41,22080987,46.93
West Bengal,2016-09-30, M,7.74,23690379,50.97
West Bengal,2016-10-31, M,4.07,22053746,45.54
West Bengal,2016-11-30, M,7.92,21312030,45.76
West Bengal,2016-12-31, M,5.48,22049104,46.02
West Bengal,2017-01-31, M,5.75,22887232,47.81
West Bengal,2017-02-28, M,4.18,22306933,45.75
West Bengal,2017-03-31, M,6.9,21696106,45.7
West Bengal,2017-04-30, M,4.75,22540227,46.31
West Bengal,2017-05-31, M,4.67,23554388,48.26
West Bengal,2017-06-30, M,4.14,23015128,46.8
West Bengal,2017-07-31, M,6.71,21847440,45.55
West Bengal,2017-08-31, M,4.55,22455769,45.67
West Bengal,2017-09-30, M,6.24,22305161,46.08
West Bengal,2017-10-31, M,5.08,23412291,47.68
West Bengal,2017-11-30, M,5.95,22561441,46.28
West Bengal,2017-12-31, M,4.48,23349724,47.06
West Bengal,2018-01-31, M,7.87,22219046,46.33
West Bengal,2018-02-28, M,8.79,23869814,50.19
West Bengal,2018-03-31, M,8.72,22389479,46.94
West Bengal,2018-04-30, M,5.63,22899228,46.34
West Bengal,2018-05-31, M,7.33,22622121,46.52
West Bengal,2018-06-30, M,7.56,24109126,49.6
West Bengal,2018-07-31, M,6.21,23719522,48
West Bengal,2018-08-31, M,4.8,23036472,45.83
West Bengal,2018-09-30, M,6.37,22959228,46.35
West Bengal,2018-10-31, M,6.27,24343879,48.99
West Bengal,2018-11-30, M,5.73,24083524,48.09
West Bengal,2018-12-31, M,5.38,23436809,46.53
West Bengal,2019-01-31, M,6.7,23418234,47.06
West Bengal,2019-02-28, M,5.99,24664811,49.09
West Bengal,2019-03-31, M,5.54,25033573,49.49
West Bengal,2019-04-30, M,6.51,24167841,48.18
West Bengal,2019-05-31, M,6.02,23452891,46.41
West Bengal,2019-06-30, M,5.85,25543479,50.36
West Bengal,2019-07-31, M,5.62,24857801,48.78
West Bengal,2019-08-31, M,5.58,24924839,48.79
West Bengal,2019-09-30, M,5.81,24623902,48.22
West Bengal,2019-10-31, M,6.78,24353011,48.09
West Bengal,2019-11-30, M,5.83,25630349,50
West Bengal,2019-12-31, M,5.79,24906236,48.47
West Bengal,2020-01-31, M,6.79,24612171,48.3
West Bengal,2020-02-29, M,3.78,26093009,49.51
West Bengal,2020-03-31, M,7.02,25097812,49.18
West Bengal,2020-04-30, M,18.32,17639370,39.27
West Bengal,2020-05-31, M,18.43,19115772,42.53
West Bengal,2020-06-30, M,5.96,21532156,41.47
West Bengal,2020-07-31, M,4.4,25839438,48.85
West Bengal,2020-08-31, M,13.13,23276167,48.32
West Bengal,2020-09-30, M,8,25355088,49.6
West Bengal,2020-10-31, M,10.48,23913470,47.98
West Bengal,2020-11-30, M,12.38,23159145,47.38
West Bengal,2020-12-31, M,5.52,25277052,47.85
West Bengal,2021-01-31, M,4.83,25877979,48.54
West Bengal,2021-02-28, M,6.35,26281435,50
West Bengal,2021-03-31, M,7.68,25044372,48.23
West Bengal,2021-04-30, M,7.49,23876542,45.8
West Bengal,2021-05-31, M,21.81,18987650,43
West Bengal,2021-06-30, M,25.56,19779606,46.95
West Bengal,2021-07-31, M,6.59,24573809,46.39
West Bengal,2021-08-31, M,6.62,24494680,46.16
India,2016-01-31, M,7.92,281897063,49.01
India,2016-02-29, M,7.55,275622533,47.65
India,2016-03-31, M,7.36,271078231,46.68
India,2016-04-30, M,7.79,276797350,47.8
India,2016-05-31, M,8.52,287522023,49.95
India,2016-06-30, M,8.26,273594738,47.3
India,2016-07-31, M,7.22,271567821,46.34
India,2016-08-31, M,8.85,278415037,48.26
India,2016-09-30, M,7.82,288344900,49.34
India,2016-10-31, M,6.29,282437066,47.44
India,2016-11-30, M,5.96,271624996,45.38
India,2016-12-31, M,5.82,277520085,46.21
India,2017-01-31, M,5.11,281110838,46.37
India,2017-02-28, M,4.35,276714541,45.2
India,2017-03-31, M,4.14,275986233,44.9
India,2017-04-30, M,3.72,275638861,44.56
India,2017-05-31, M,3.65,278531408,44.91
India,2017-06-30, M,3.78,278851268,44.94
India,2017-07-31, M,3.01,274118126,43.74
India,2017-08-31, M,3.59,276842713,44.36
India,2017-09-30, M,4.13,278105422,44.73
India,2017-10-31, M,4.52,275515215,44.41
India,2017-11-30, M,4.39,279695645,44.94
India,2017-12-31, M,4.46,278093653,44.62
India,2018-01-31, M,4.43,277440299,44.42
India,2018-02-28, M,5.53,275326775,44.52
India,2018-03-31, M,5.95,274507610,44.5
India,2018-04-30, M,5.29,274398367,44.09
India,2018-05-31, M,4.65,274810539,43.78
India,2018-06-30, M,5.32,272352767,43.61
India,2018-07-31, M,5.42,272440047,43.59
India,2018-08-31, M,6.06,270256510,43.45
India,2018-09-30, M,6.05,275902531,44.27
India,2018-10-31, M,6.69,267186040,43.08
India,2018-11-30, M,6.32,273676206,43.87
India,2018-12-31, M,6.8,269401503,43.32
India,2019-01-31, M,6.05,277734721,44.22
India,2019-02-28, M,6.97,271009007,43.5
India,2019-03-31, M,6.15,275745758,43.79
India,2019-04-30, M,7.25,272402863,43.69
India,2019-05-31, M,6.3,276818225,43.87
India,2019-06-30, M,7.69,271966809,43.66
India,2019-07-31, M,6.9,276253235,43.89
India,2019-08-31, M,7.48,276404335,44.11
India,2019-09-30, M,5.99,279885439,43.87
India,2019-10-31, M,8.02,275372602,44.03
India,2019-11-30, M,6.45,275871903,43.29
India,2019-12-31, M,6.93,277592371,43.7
India,2020-01-31, M,6.06,283513935,44.14
India,2020-02-29, M,7.34,277210355,43.67
India,2020-03-31, M,8.44,270337539,43.02
India,2020-04-30, M,22.89,197005721,37.15
India,2020-05-31, M,21.11,218999630,40.29
India,2020-06-30, M,9.49,260550873,41.7
India,2020-07-31, M,6.51,272243964,42.11
India,2020-08-31, M,7.65,268720798,41.99
India,2020-09-30, M,5.88,276133697,42.26
India,2020-10-31, M,6.95,273145734,42.2
India,2020-11-30, M,6.24,271616741,41.57
India,2020-12-31, M,9.15,266423907,42
India,2021-01-31, M,5.81,277579782,42.13
India,2021-02-28, M,6.85,274511536,42.05
India,2021-03-31, M,6.15,275432124,41.8
India,2021-04-30, M,7.13,268639127,41.12
India,2021-05-31, M,10.55,263231265,41.75
India,2021-06-30, M,8.75,263258125,40.86
India,2021-07-31, M,6.34,276000835,41.65
India,2021-08-31, M,7.64,274200341,41.88
